airport_id,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,iata_code
4983,medium_airport,Anaa Airport,-17.3526,-145.509995,10,OC,PF,PF-U-A,Anaa,AAA
27342,small_airport,Arrabury Airport,-26.69639,141.048718,334,OC,AU,AU-QLD,Tanbar,AAB
3176,medium_airport,El Arish International Airport,31.078565,33.836791,118,AS,EG,EG-SIN,El Arish,AAC
324756,small_airport,Adado Airport,6.095802,46.6375,1001,AF,SO,SO-GA,Adado,AAD
2060,medium_airport,Annaba Rabah Bitat Airport,36.826781,7.81334,16,AF,DZ,DZ-23,Annaba,AAE
19224,small_airport,Apalachicola Regional Airport,29.72750092,-85.02749634,20,NA,US,US-FL,Apalachicola,AAF
513,small_airport,Avelino Vieira Airport,-24.103901,-49.789101,2641,SA,BR,BR-PR,Arapoti,AAG
28490,small_airport,Aachen-Merzbrück Airport,50.823055,6.186389,623,EU,DE,DE-NW,Aachen,AAH
38046,small_airport,Arraias Airport,-13.025154,-46.884107,1923,SA,BR,BR-TO,Arraias,AAI
30606,small_airport,Cayana Airstrip,3.898681,-55.577907,360,SA,SR,SR-SI,Awaradam,AAJ
30607,small_airport,Aranuka Airport,0.185278,173.636993,6,OC,KI,KI-G,Buariki,AAK
2562,medium_airport,Aalborg Airport,57.092759,9.849243,10,EU,DK,DK-81,Aalborg,AAL
2808,medium_airport,Malamala Airport,-24.81809998,31.54459953,1124,AF,ZA,ZA-NP,Malamala,AAM
5230,medium_airport,Al Ain International Airport,24.26169968,55.60919952,869,AS,AE,AE-AZ,Al Ain,AAN
6251,medium_airport,Anaco Airport,9.430225,-64.470726,721,SA,VE,VE-B,Anaco,AAO
26763,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,82,AS,ID,ID-KI,Samarinda,AAP
6511,medium_airport,Anapa Vityazevo Airport,45.002102,37.347301,174,EU,RU,RU-KDA,Krasnyi Kurgan,AAQ
2540,medium_airport,Aarhus Airport,56.303331,10.618286,82,EU,DK,DK-82,Aarhus,AAR
41361,small_airport,Apalapsili Airport,-3.882495,139.310932,3100,AS,ID,ID-PP,Apalapsili,AAS
44191,medium_airport,Altay Xuedu Airport,47.749886,88.085808,2460,AS,CN,CN-65,Altay,AAT
30608,small_airport,Asau Airport,-13.505132,-172.627888,,OC,WS,WS-VS,Asau,AAU
5694,medium_airport,Allah Valley Airport,6.367903,124.752431,659,AS,PH,PH-SCO,Surallah,AAV
5866,small_airport,Romeu Zema Airport,-19.5632,-46.9604,3276,SA,BR,BR-MG,Araxá,AAX
5315,medium_airport,Al Ghaydah International Airport,16.193341,52.174186,134,AS,YE,YE-MR,Al Ghaydah,AAY
30610,small_airport,Quezaltenango Airport,14.8656,-91.501999,7779,NA,GT,GT-QZ,Quezaltenango,AAZ
6503,medium_airport,Abakan International Airport,53.740002,91.385002,831,EU,RU,RU-KK,Abakan,ABA
300781,medium_airport,Asaba International Airport,6.204167,6.665278,305,AF,NG,NG-DE,Asaba,ABB
3996,medium_airport,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352,2302,EU,ES,ES-CM,Albacete,ABC
5130,medium_airport,Abadan Airport,30.367887,48.230075,10,AS,IR,IR-06,Abadan,ABD
3356,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,393,NA,US,US-PA,Allentown,ABE
30611,small_airport,Abaiang Airport,1.79861,173.041,26,OC,KI,KI-G,Abaiang,ABF
27311,small_airport,Abingdon Downs Airport,-17.608814,143.183531,573,OC,AU,AU-QLD,,ABG
3357,medium_airport,Abilene Regional Airport,32.41130066,-99.68190002,1791,NA,US,US-TX,Abilene,ABI
2096,medium_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21,AF,CI,CI-AB,Abidjan,ABJ
30612,medium_airport,Kebri Dahar Airport,6.732577,44.241339,1800,AF,ET,ET-SO,Kebri Dahar,ABK
5363,medium_airport,Ambler Airport,67.107043,-157.854308,334,NA,US,US-AK,Ambler,ABL
26898,small_airport,Northern Peninsula Airport,-10.946194,142.455081,34,OC,AU,AU-QLD,Bamaga,ABM
41505,small_airport,Albina Airport,5.51272,-54.050098,19,SA,SR,SR-MA,Albina,ABN
323785,small_airport,Aboisso Airport,5.461944,-3.234722,95,AF,CI,CI-CM,Aboisso,ABO
301645,small_airport,Atkamba Airport,-6.06462,141.095173,150,OC,PG,PG-WPD,Atkamba Mission,ABP
16091,medium_airport,Albuquerque International Sunport,35.040199,-106.609001,5355,NA,US,US-NM,Albuquerque,ABQ
3358,medium_airport,Aberdeen Regional Airport,45.44910049,-98.42179871,1302,NA,US,US-SD,Aberdeen,ABR
3181,medium_airport,Abu Simbel Airport,22.367657,31.609962,614,AF,EG,EG-ASN,Abu Simbel,ABS
5084,medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,5486,AS,SA,SA-11,Al Aqiq,ABT
41475,small_airport,AA Bere Tallo (Haliwen) Airport,-9.074841,124.903285,1027,AS,ID,ID-NT,Atambua,ABU
2104,large_airport,Nnamdi Azikiwe International Airport,9.006790161,7.263169765,1123,AF,NG,NG-FC,Abuja,ABV
27044,medium_airport,Albury Airport,-36.066758,146.959148,539,OC,AU,AU-NSW,Albury,ABX
3359,medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,197,NA,US,US-GA,Albany,ABY
2459,medium_airport,Aberdeen Dyce Airport,57.2019,-2.19778,215,EU,GB,GB-SCT,Aberdeen,ABZ
4688,large_airport,Aeropuerto Internacional Juan N. Álvarez,16.762118,-99.755473,16,NA,MX,MX-GRO,Ciudad de Acapulco,ACA
19228,small_airport,Antrim County Airport,44.988602,-85.198402,623,NA,US,US-MI,Bellaire,ACB
2090,large_airport,Kotoka International Airport,5.6051898,-0.166786,205,AF,GH,GH-AA,Accra,ACC
30613,small_airport,Alcides Fernández Airport,8.497847,-77.274106,50,SA,CO,CO-CHO,Acandí,ACD
3082,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46,AF,ES,ES-CN,San Bartolomé,ACE
354654,small_airport,Aral Tarim Airport,40.464167,81.246944,,AS,CN,CN-65,Aral,ACF
4506,medium_airport,St Gallen Altenrhein Airport,47.485001,9.56077,1306,EU,CH,CH-SG,Altenrhein,ACH
2424,medium_airport,Alderney Airport,49.706104,-2.21472,290,EU,GG,GG-U-A,Saint Anne,ACI
26464,medium_airport,Anuradhapura Airport,8.301542,80.42848,324,AS,LK,LK-7,Anuradhapura,ACJ
3360,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,NA,US,US-MA,Nantucket,ACK
41025,small_airport,Arica Airport,-2.144851,-71.758389,316,NA,CO,CO-AMA,Arica,ACM
43060,small_airport,Ciudad Acuña New International Airport,29.333662,-101.100555,1410,NA,MX,MX-COA,Ciudad Acuña,ACN
5201,small_airport,Sahand Airport,37.34799957,46.12789917,4396,AS,IR,IR-03,Maragheh,ACP
30615,small_airport,Araracuara Airport,-0.600854,-72.398011,1250,NA,CO,CO-CAQ,Araracuara,ACR
30616,medium_airport,Achinsk Airport,56.269185,90.57511,1033,EU,RU,RU-KYA,Achinsk,ACS
3361,medium_airport,Waco Regional Airport,31.61129951,-97.23049927,516,NA,US,US-TX,Waco,ACT
42182,small_airport,Achutupu Airport,9.188481,-77.994153,10,NA,PA,PS-GY,Mamitupu,ACU
3362,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221,NA,US,US-CA,Arcata/Eureka,ACV
301647,medium_airport,Xingyi Wanfenglin Airport,25.083423,104.960804,4150,AS,CN,CN-52,Xingyi,ACX
3363,medium_airport,Atlantic City International Airport,39.45759964,-74.57720184,75,NA,US,US-NJ,Atlantic City,ACY
5207,medium_airport,Zabol Airport,31.098301,61.5439,1628,AS,IR,IR-11,Zabol,ACZ
4512,medium_airport,Adana Şakirpaşa Airport,36.982201,35.280399,65,AS,TR,TR-01,Seyhan,ADA
4533,large_airport,Adnan Menderes International Airport,38.2924,27.157,412,AS,TR,TR-35,İzmir,ADB
301695,small_airport,Andakombe Airport,-7.137222222,145.7447222,3600,OC,PG,PG-EHG,Andekombe,ADC
3157,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630,AF,ET,ET-AA,Addis Ababa,ADD
5311,medium_airport,Aden International Airport,12.8295,45.028801,7,AS,YE,YE-AD,Aden,ADE
4561,medium_airport,Adıyaman Airport,37.7314,38.468899,2216,AS,TR,TR-02,Adıyaman,ADF
19234,small_airport,Lenawee County Airport,41.866205,-84.077983,798,NA,US,US-MI,Adrian,ADG
30617,small_airport,Aldan Airport,58.60279846,125.4089966,2241,AS,RU,RU-SA,Aldan,ADH
3024,medium_airport,Arandis Airport,-22.461875,14.979322,1905,AF,NA,NA-ER,Arandis,ADI
5213,medium_airport,Amman Civil (Marka International) Airport,31.9727,35.9916,2555,AS,JO,JO-AM,Amman,ADJ
16092,medium_airport,Adak Airport,51.883564,-176.642783,18,NA,US,US-AK,Adak,ADK
27096,large_airport,Adelaide International Airport,-34.947512,138.533393,20,OC,AU,AU-SA,Adelaide,ADL
19236,small_airport,Ardmore Municipal Airport,34.30301,-97.0196342,777,NA,US,US-OK,Ardmore,ADM
27326,small_airport,Andamooka Airport,-30.438299,137.136993,76,OC,AU,AU-SA,,ADO
26467,medium_airport,Ampara Airport,7.336745,81.623869,150,AS,LK,LK-5,Ampara,ADP
5353,medium_airport,Kodiak Airport,57.75,-152.4940033,78,NA,US,US-AK,Kodiak,ADQ
20828,small_airport,Robert F Swinnie Airport,33.4516983,-79.52619934,26,NA,US,US-SC,Andrews,ADR
19237,small_airport,Addison Airport,32.96860123,-96.83640289,644,NA,US,US-TX,Dallas,ADS
19235,small_airport,Ada Regional Airport,34.805214,-96.671988,1016,NA,US,US-OK,Ada,ADT
5200,medium_airport,Ardabil Airport,38.32569885,48.42440033,4315,AS,IR,IR-24,Ardabil,ADU
309426,small_airport,El Daein Airport,11.4023,26.1186,1560,AF,SD,SD-DE,El Daein,ADV
3364,large_airport,Joint Base Andrews,38.810799,-76.866997,280,NA,US,US-MD,Camp Springs,ADW
2471,medium_airport,Leuchars Station Airfield,56.37398,-2.868862,38,EU,GB,GB-SCT,"Leuchars, Fife",ADX
2769,small_airport,Alldays Airport,-22.67900085,29.05550003,2600,AF,ZA,ZA-NP,Alldays,ADY
6163,medium_airport,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,19,SA,CO,CO-SAP,San Andrés,ADZ
30619,small_airport,Abemama Airport,0.490833,173.828995,8,OC,KI,KI-G,Abemama,AEA
44160,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490,AS,CN,CN-45,Baise (Tianyang),AEB
300307,small_airport,Adareil Airport,10.053611,32.959444,1301,AF,SS,SS-23,Adar,AEE
26837,medium_airport,Aek Godang Airport,1.4001,99.430496,922,AS,ID,ID-SU,Padang Sidempuan,AEG
2996,medium_airport,Abeche Airport,13.847,20.844299,1788,AF,TD,TD-OD,Abeche,AEH
299319,small_airport,Aseki Airport,-7.350804856,146.1938667,4106,OC,PG,PG-MPL,Aseki,AEK
19244,small_airport,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260,NA,US,US-MN,Albert Lea,AEL
326733,small_airport,Amgu Airport,45.84126,137.673568,10,EU,RU,RU-PRI,Amgu,AEM
3130,small_airport,Aioun el Atrouss Airport,16.7112999,-9.637880325,951,AF,MR,MR-02,Aioun El Atrouss,AEO
5771,large_airport,Jorge Newbery Airpark,-34.5592,-58.4156,18,SA,AR,AR-C,Buenos Aires,AEP
330359,small_airport,Ar Horqin Airport,43.87042,120.15958,1335,AS,CN,CN-15,Chifeng,AEQ
6519,large_airport,Sochi International Airport,43.449902,39.9566,89,EU,RU,RU-KDA,Sochi,AER
2564,medium_airport,"Ålesund Airport, Vigra",62.5625,6.1197,69,EU,NO,NO-15,Ålesund,AES
13176,small_airport,Allakaket Airport,66.55180359,-152.621994,441,NA,US,US-AK,Allakaket,AET
5138,medium_airport,Abu Musa Island Airport,25.8757,55.033001,23,AS,IR,IR-22,Abu Musa,AEU
3365,medium_airport,Alexandria International Airport,31.3274,-92.549797,89,NA,US,US-LA,Alexandria,AEX
117,medium_airport,Akureyri Airport,65.66000366,-18.0727005,6,EU,IS,IS-6,Akureyri,AEY
5788,medium_airport,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,2470,SA,AR,AR-M,San Rafael,AFA
27290,small_airport,Port Alfred Airport,-33.555057,26.881656,275,AF,ZA,ZA-EC,Port Alfred,AFD
19245,small_airport,USAF Academy Airfield,38.972497,-104.821125,6572,NA,US,US-CO,Colorado Springs,AFF
30620,small_airport,Amalfi Airport,6.895033,-75.047334,5507,NA,CO,CO-ANT,Amalfi,AFI
309041,seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,95,AS,LK,LK-5,Ampara,AFK
5864,medium_airport,Piloto Osvaldo Marques Dias Airport,-9.866389,-56.106298,948,SA,BR,BR-MT,Alta Floresta,AFL
19248,small_airport,Jaffrey Airport Silver Ranch Airport,42.80509949,-72.00299835,1040,NA,US,US-NH,Jaffrey,AFN
19249,small_airport,Afton Municipal Airport,42.71120071,-110.9420013,6221,NA,US,US-WY,Afton,AFO
301665,small_airport,Afore Airstrip,-9.142222222,148.3908333,2500,OC,PG,PG-NPP,,AFR
41685,small_airport,Sugraly Airport,41.613899,64.2332,1396,AS,UZ,UZ-NW,Zarafshan,AFS
301649,small_airport,Afutara Aerodrome,-9.191388889,160.9486111,23,OC,SB,SB-ML,Bila,AFT
3366,medium_airport,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,722,NA,US,US-TX,Fort Worth,AFW
4514,medium_airport,Afyon Air Base,38.726398,30.601101,3310,AS,TR,TR-03,Afyonkarahisar,AFY
5185,medium_airport,Sabzevar National Airport,36.16809845,57.59519958,3010,AS,IR,IR-09,Sabzevar,AFZ
3101,medium_airport,Al Massira Airport,30.322478,-9.412003,250,AF,MA,MA-AGD,Agadir (Temsia),AGA
2248,medium_airport,Augsburg Airport,48.425278,10.931667,1516,EU,DE,DE-BY,Augsburg,AGB
3367,medium_airport,Allegheny County Airport,40.354401,-79.930199,1252,NA,US,US-PA,Pittsburgh,AGC
41362,small_airport,Anggi Airport,-1.3858,133.8737,6644,AS,ID,ID-PB,Anggi-Papua Island,AGD
28751,small_airport,Wangerooge Airport,53.78277969,7.913888931,7,EU,DE,DE-NI,Wangerooge,AGE
4058,medium_airport,Agen-La Garenne Airport,44.17470169,0.590556026,204,EU,FR,FR-NAQ,Agen/La Garenne,AGF
301650,small_airport,Angoram Airport,-4.055833333,144.0738889,75,OC,PG,PG-ESW,Angoram,AGG
2711,medium_airport,Ängelholm-Helsingborg Airport,56.29610062,12.84710026,68,EU,SE,SE-M,Ängelholm,AGH
41510,small_airport,Wageningen Airstrip,5.841252,-56.673247,6,SA,SR,SR-NI,Wageningen,AGI
30621,small_airport,Aguni Airport,26.592755,127.240335,38,AS,JP,JP-47,Aguni,AGJ
301651,small_airport,Kagua Airport,-6.396388889,143.8536111,5350,OC,PG,PG-SHM,Kagua,AGK
301652,small_airport,Wanigela Airport,-9.3375,149.1555556,53,OC,PG,PG-NPP,,AGL
42247,heliport,Tasiilaq Heliport,65.612296,-37.618335,24,NA,GL,GL-SE,Tasiilaq,AGM
16093,seaplane_base,Angoon Seaplane Base,57.497097,-134.56722,,NA,US,US-AK,Angoon,AGN
19251,small_airport,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,319,NA,US,US-AR,Magnolia,AGO
4020,large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,53,EU,ES,ES-AN,Málaga,AGP
26537,medium_airport,Agra Airport / Agra Air Force Station,27.157683,77.960942,551,AS,IN,IN-UP,Agra,AGR
3368,medium_airport,Augusta Regional At Bush Field,33.3699,-81.9645,144,NA,US,US-GA,Augusta,AGS
6091,large_airport,Aeropuerto Internacional Guaraní,-25.457186,-54.839544,846,SA,PY,PY-10,Ciudad del Este,AGT
4691,medium_airport,Governor Jesús Terán Peredo International Airport,21.699589,-102.318372,6112,NA,MX,MX-AGU,Aguascalientes,AGU
6249,medium_airport,Oswaldo Guevara Mujica Airport,9.553375,-69.237869,640,SA,VE,VE-P,Acarigua,AGV
30622,small_airport,Agnew Airport,-12.1456,142.149369,160,OC,AU,AU-QLD,Agnew,AGW
26602,medium_airport,Agatti Airport,10.8237,72.176003,14,AS,IN,IN-LD,Agatti,AGX
314491,small_airport,Argyle Downs Airport,-16.508604,128.922485,407,OC,AU,AU-WA,Argyle Downs,AGY
2768,medium_airport,Aggeneys Airport,-29.28179932,18.81389999,2648,AF,ZA,ZA-NC,Aggeneys,AGZ
5082,medium_airport,Abha International Airport,18.2404,42.656601,6858,AS,SA,SA-14,Abha,AHB
19254,small_airport,Amedee Army Air Field,40.26620102,-120.1529999,4012,NA,US,US-CA,Herlong,AHC
18462,small_airport,Ardmore Downtown Executive Airport,34.14699936,-97.12270355,844,NA,US,US-OK,Ardmore,AHD
4997,medium_airport,Ahe Airport,-14.42809963,-146.2570038,11,OC,PF,PF-U-A,Ahe Atoll,AHE
18661,small_airport,Arapahoe Municipal Airport,40.33950043,-99.90650177,2270,NA,US,US-NE,Arapahoe,AHF
19255,small_airport,Amery Municipal Airport,45.28110123,-92.37539673,1088,NA,US,US-WI,Amery,AHH
30623,small_airport,Amahai Airport,-3.347851,128.927093,29,AS,ID,ID-MA,Amahai,AHI
312371,medium_airport,Hongyuan Airport,32.53154,102.35224,11600,AS,CN,CN-51,Ngawa (Hongyuan),AHJ
30624,small_airport,Aishalton Airport,2.473206,-59.321596,587,SA,GY,GY-UT,Aishalton,AHL
20987,small_airport,Ashland Municipal Airport-Sumner Parker Field,42.190265,-122.660648,1885,NA,US,US-OR,Ashland,AHM
3369,medium_airport,Athens Ben Epps Airport,33.94860077,-83.32630157,808,NA,US,US-GA,Athens,AHN
4330,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87,EU,IT,IT-88,Alghero,AHO
30625,small_airport,Ahuas Airport,15.4722,-84.352203,249,NA,HN,HN-GD,Ahuas,AHS
3119,medium_airport,Cherif Al Idrissi Airport,35.17710114,-3.839519978,95,AF,MA,MA-HOC,Al Hoceima,AHU
299324,small_airport,Ambatolhy Airport,-20.01583333,45.535,340,AF,MG,MG-U,Ambatolahy,AHY
28891,small_airport,Altiport L'Alpe d'Huez - Henri GIRAUD,45.087399,6.083604,6102,EU,FR,FR-ARA,L'Alpe d'Huez,AHZ
19257,small_airport,Alliance Municipal Airport,42.05319977,-102.8040009,3931,NA,US,US-NE,Alliance,AIA
299328,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16,OC,MH,MH-ALL,Bigatyelang Island,AIC
19259,small_airport,Anderson Municipal Darlington Field,40.10860062,-85.61299896,919,NA,US,US-IN,Anderson,AID
46170,small_airport,Aiome Airport,-5.145699978,144.7307003,350,OC,PG,PG-MPM,Aiome,AIE
45622,small_airport,Marcelo Pires Halzhausen Airport,-22.64,-50.453056,1850,SA,BR,BR-SP,Assis,AIF
30626,small_airport,Yalinga Airport,6.519999981,23.26000023,1975,AF,CF,CF-HK,Yalinga,AIG
301654,small_airport,Aiambak Airport,-7.342777778,141.2675,90,OC,PG,PG-WPD,Aiambak,AIH
39580,small_airport,Ali-Sabieh Airport,11.146889,42.72,2313,AF,DJ,DJ-AS,Ali-Sabieh,AII
19261,small_airport,Aiken Regional Airport,33.649399,-81.684998,528,NA,US,US-SC,Aiken,AIK
42184,small_airport,Ailigandí Airport,9.2226,-78.0236,55,NA,PA,PS-GY,Isla Lorenzo Bello,AIL
35201,small_airport,Ailuk Airport,10.21679974,169.9830017,,OC,MH,MH-ALK,Ailuk Island,AIM
5422,medium_airport,Wainwright Airport,70.638,-159.994995,41,NA,US,US-AK,Wainwright,AIN
19262,small_airport,Atlantic Municipal Airport,41.40729904,-95.04689789,1165,NA,US,US-IA,Atlantic,AIO
26542,small_airport,Adampur Airport,31.4338,75.758797,775,AS,IN,IN-PB,Adampur,AIP
30627,small_airport,Aripuanã Airport,-10.188278,-59.457273,623,SA,BR,BR-MT,Aripuanã,AIR
30628,small_airport,Arorae Island Airport,-2.616110086,176.8029938,,OC,KI,KI-G,Arorae Island,AIS
4957,small_airport,Aitutaki Airport,-18.83090019,-159.7640076,14,OC,CK,CK-U-A,Aitutaki,AIT
30629,small_airport,Enua Airport,-19.96780014,-158.1190033,36,OC,CK,CK-U-A,Atiu Island,AIU
19264,small_airport,George Downer Airport,33.106499,-88.1978,150,NA,US,US-AL,Aliceville,AIV
315385,small_airport,Ai-Ais Airport,-27.995,17.5966,2000,AF,NA,NA-KA,Ai-Ais,AIW
19266,small_airport,Lee C Fine Memorial Airport,38.09600067,-92.54949951,869,NA,US,US-MO,Kaiser Lake Ozark,AIZ
4126,medium_airport,Ajaccio-Napoléon Bonaparte Airport,41.92359924,8.802920341,18,EU,FR,FR-COR,Ajaccio/Napoléon Bonaparte,AJA
5119,medium_airport,Al-Jawf Domestic Airport,29.78510094,40.09999847,2261,AS,SA,SA-12,Al-Jawf,AJF
4560,medium_airport,Ağrı Airport,39.655642,43.025742,5462,AS,TR,TR-04,Ağrı,AJI
30630,small_airport,Akjoujt Airport,19.727998,-14.377214,403,AF,MR,MR-12,Akjoujt,AJJ
5161,small_airport,Arak Airport,34.13809967,49.84730148,5440,AS,IR,IR-00,Araak,AJK
26510,medium_airport,Lengpui Airport,23.840599,92.619698,1398,AS,IN,IN-MZ,Aizawl (Lengpui),AJL
2903,medium_airport,Ouani Airport,-12.131047,44.430044,62,AF,KM,KM-A,Ouani,AJN
2691,medium_airport,Arvidsjaur Airport,65.59030151,19.28190041,1245,EU,SE,SE-BD,Arvidsjaur,AJR
30631,small_airport,Punta Abreojos Airport,26.7272,-113.558998,,NA,MX,MX-BCS,Mulegé,AJS
5862,medium_airport,Aracaju - Santa Maria International Airport,-10.984,-37.070301,139,SA,BR,BR-SE,Aracaju,AJU
2127,medium_airport,Mano Dayak International Airport,16.9659996,8.000109673,1657,AF,NE,NE-1,Agadez,AJY
30632,small_airport,Ankang Fuqiang Airport,32.75696,108.87338,1209,AS,CN,CN-61,Ankang (Hanbin),AKA
16190,small_airport,Atka Airport,52.22029877,-174.2059937,57,NA,US,US-AK,Atka,AKB
3370,medium_airport,Akron Executive Airport,41.037498,-81.466904,1067,NA,US,US-OH,Akron,AKC
26432,medium_airport,Akola Airport,20.698931,77.056883,999,AS,IN,IN-MM,Akola,AKD
30633,small_airport,Akieni Airport,-1.139670014,13.90359974,1660,AF,GA,GA-2,Akieni,AKE
3222,medium_airport,Kufra Airport,24.17869949,23.31399918,1367,AF,LY,LY-KF,Kufra,AKF
42760,small_airport,Anguganak Airport,-3.560504,142.217307,937,OC,PG,PG-SAN,Anguganak,AKG
5109,medium_airport,Prince Sultan Air Base,24.06270027,47.58050156,1651,AS,SA,SA-01,,AKH
16191,small_airport,Akiak Airport,60.9029007,-161.2310028,30,NA,US,US-AK,Akiak,AKI
5558,medium_airport,Asahikawa Airport,43.670799,142.447006,721,AS,JP,JP-01,Asahikawa,AKJ
16192,small_airport,Akhiok Airport,56.93870163,-154.1829987,44,NA,US,US-AK,Akhiok,AKK
5023,large_airport,Auckland International Airport,-37.01199,174.786331,23,OC,NZ,NZ-AUK,Auckland,AKL
301754,small_airport,Zakuoma Airport,10.89027778,19.81722222,1370,AF,TD,TD-SA,ZaKouma,AKM
5380,medium_airport,King Salmon Airport,58.677845,-156.651965,73,NA,US,US-AK,King Salmon,AKN
19272,small_airport,Colorado Plains Regional Airport,40.17559814,-103.2220001,4714,NA,US,US-CO,Akron,AKO
5381,medium_airport,Anaktuvuk Pass Airport,68.13359833,-151.7429962,2102,NA,US,US-AK,Anaktuvuk Pass,AKP
41363,small_airport,Gunung Batin Airport,-4.611139774,105.2320023,99,AS,ID,ID-LA,Astraksetra-Sumatra Island,AKQ
2105,medium_airport,Akure Airport,7.246739864,5.301010132,1100,AF,NG,NG-ON,Akure,AKR
30634,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,AKS
3982,medium_airport,RAF Akrotiri,34.590401,32.9879,76,AS,CY,CY-XX,Akrotiri,AKT
30635,medium_airport,Aksu Hongqipo Airport,41.262501,80.291702,3816,AS,CN,CN-65,Aksu (Onsu),AKU
1791,medium_airport,Akulivik Airport,60.8185997,-78.14859772,75,NA,CA,CA-QC,Akulivik,AKV
5132,medium_airport,Aghajari Airport,30.7444,49.6772,88,AS,IR,IR-06,Aghajari,AKW
6438,medium_airport,Aktobe Airport,50.2458,57.206699,738,AS,KZ,KZ-AKT,Aktobe,AKX
26740,medium_airport,Sittwe Airport,20.133165,92.870693,27,AS,MM,MM-16,Sittwe,AKY
6421,large_airport,Almaty International Airport,43.354267,77.042828,2234,AS,KZ,KZ-ALA,Almaty,ALA
3371,medium_airport,Albany International Airport,42.74829865,-73.80169678,285,NA,US,US-NY,Albany,ALB
3997,large_airport,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,142,EU,ES,ES-VC,Alicante,ALC
30636,small_airport,Alerta Airport,-11.68299961,-69.33300018,797,SA,PE,PE-MDD,Fortaleza,ALD
19696,small_airport,Alpine Casparis Municipal Airport,30.38419914,-103.6839981,4515,NA,US,US-TX,Alpine,ALE
2566,medium_airport,Alta Airport,69.97609711,23.37170029,9,EU,NO,NO-54,Alta,ALF
2050,large_airport,Houari Boumediene Airport,36.693886,3.214531,82,AF,DZ,DZ-16,Algiers,ALG
26888,medium_airport,Albany Airport,-34.94329834,117.8089981,233,OC,AU,AU-WA,Albany,ALH
3372,medium_airport,Alice International Airport,27.7409,-98.026901,178,NA,US,US-TX,Alice,ALI
2767,medium_airport,Alexander Bay Airport,-28.575001,16.5333,98,AF,ZA,ZA-NC,Alexander Bay,ALJ
4343,medium_airport,Villanova D'Albenga International Airport,44.050598,8.12743,148,EU,IT,IT-42,Albenga (SV),ALL
3373,medium_airport,Alamogordo White Sands Regional Airport,32.84051,-105.98794,4200,NA,US,US-NM,Alamogordo,ALM
3374,medium_airport,St Louis Regional Airport,38.89030075,-90.04599762,544,NA,US,US-IL,Alton/St Louis,ALN
3375,medium_airport,Waterloo Regional Airport,42.55709839,-92.40029907,873,NA,US,US-IA,Waterloo,ALO
5302,medium_airport,Aleppo International Airport,36.180698,37.2244,1276,AS,SY,SY-HL,Aleppo,ALP
477,small_airport,Alegrete Novo Airport,-29.81270027,-55.89339828,459,SA,BR,BR-RS,Alegrete,ALQ
5038,medium_airport,Alexandra Aerodrome,-45.210495,169.371113,752,OC,NZ,NZ-OTA,Alexandra,ALR
19275,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539,NA,US,US-CO,Alamosa,ALS
30637,small_airport,Alenquer Municipal Airport,-1.917,-54.7231,55,SA,BR,BR-PA,Alenquer,ALT
30638,small_airport,Caluula Airport,11.9582,50.748,6,AF,SO,SO-BR,Caluula,ALU
3376,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,1194,NA,US,US-WA,Walla Walla,ALW
19276,small_airport,Thomas C Russell Field,32.91469955,-85.96299744,686,NA,US,US-AL,Alexander City,ALX
16289,seaplane_base,Alitak Seaplane Base,56.8995018,-154.2480011,,NA,US,US-AK,Lazy Bay,ALZ
3377,medium_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,NA,US,US-TX,Amarillo,AMA
2916,small_airport,Ambilobe Airport,-13.18840027,48.98799896,72,AF,MG,MG-D,,AMB
30639,small_airport,Am Timan Airport,11.0340004,20.27400017,1420,AF,TD,TD-SA,Am Timan,AMC
